Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Romania,ROU,1.83,1.31,1.52,1.46,1.56,1.62,1.69,1.71,1.76,1.77,1.6,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Russian Federation,RUS,1.892,1.195,1.691,1.707,1.75,1.777,1.762,1.621,1.579,1.504,1.505,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Rwanda,RWA,7.184,5.64,4.322,4.251,4.197,4.157,4.123,4.088,4.044,3.99,3.926,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Samoa,WSM,5.118,4.503,4.212,4.147,4.086,4.029,3.976,3.926,3.877,3.83,3.785,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,San Marino,SMR,..,..,1.26,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sao Tome and Principe,STP,5.828,5.176,4.627,4.577,4.527,4.477,4.426,4.374,4.321,4.267,4.214,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Saudi Arabia,SAU,5.911,3.971,2.773,2.678,2.589,2.507,2.435,2.373,2.319,2.275,2.238,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Senegal,SEN,6.448,5.448,5.005,4.96,4.905,4.841,4.77,4.697,4.625,4.556,4.491,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Serbia,SRB,..,1.48,1.45,1.43,1.46,1.46,1.46,1.49,1.49,1.52,1.48,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Seychelles,SYC,..,2.08,2.37,2.26,2.25,2.31,2.39,2.41,2.41,2.36,2.29,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sierra Leone,SLE,6.721,6.319,4.923,4.793,4.672,4.561,4.457,4.359,4.263,4.169,4.077,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Singapore,SGP,1.83,1.6,1.29,1.19,1.25,1.24,1.2,1.16,1.14,1.14,1.1,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovak Republic,SVK,2.09,1.3,1.34,1.34,1.37,1.4,1.48,1.52,1.54,1.57,1.57,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovenia,SVN,1.46,1.26,1.58,1.55,1.58,1.57,1.58,1.62,1.6,1.61,1.6,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Solomon Islands,SLB,5.851,4.719,4.428,4.443,4.455,4.459,4.452,4.434,4.403,4.361,4.309,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Somalia,SOM,7.398,7.627,6.664,6.563,6.462,6.363,6.265,6.168,6.072,5.978,5.885,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Africa,ZAF,3.964,2.694,2.561,2.537,2.511,2.484,2.457,2.43,2.405,2.381,2.358,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Sudan,SSD,6.761,6.223,5.197,5.108,5.022,4.937,4.855,4.775,4.696,4.619,4.543,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Spain,ESP,1.36,1.22,1.32,1.27,1.32,1.33,1.34,1.31,1.26,1.23,1.23,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sri Lanka,LKA,2.483,2.24,2.227,2.22,2.216,2.213,2.211,2.206,2.199,2.188,2.174,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Lucia,LCA,3.399,2.202,1.508,1.496,1.485,1.473,1.461,1.448,1.436,1.424,1.411,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,2.12,1.83,1.82,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2.956,2.379,2.021,1.998,1.975,1.953,1.931,1.911,1.891,1.872,1.854,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,6.152,5.471,4.771,4.715,4.656,4.594,4.532,4.469,4.407,4.347,4.289,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,3.267,2.895,2.565,2.543,2.519,2.494,2.469,2.443,2.418,2.394,2.371,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2.13,1.54,1.91,1.89,1.88,1.85,1.85,1.78,1.76,1.71,1.66,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,1.58,1.5,1.52,1.52,1.54,1.54,1.54,1.52,1.52,1.48,1.46,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Syrian Arab Republic,SYR,5.309,4.076,3.181,3.085,3.005,2.94,2.889,2.847,2.808,2.771,2.734,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tajikistan,TJK,5.225,3.967,3.608,3.615,3.621,3.623,3.618,3.606,3.585,3.556,3.52,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tanzania,TZA,6.213,5.689,5.287,5.215,5.146,5.079,5.015,4.953,4.892,4.832,4.773,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Thailand,THA,2.113,1.671,1.538,1.538,1.538,1.538,1.537,1.532,1.525,1.514,1.501,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Timor-Leste,TLS,5.478,6.113,4.497,4.383,4.292,4.219,4.156,4.093,4.023,3.943,3.853,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Togo,TGO,6.185,5.419,4.727,4.656,4.585,4.516,4.449,4.384,4.32,4.259,4.199,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tonga,TON,4.644,4.25,3.815,3.768,3.722,3.678,3.636,3.595,3.556,3.518,3.481,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Trinidad and Tobago,TTO,2.453,1.753,1.799,1.79,1.78,1.767,1.753,1.739,1.725,1.711,1.699,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tunisia,TUN,3.476,2.142,2.216,2.24,2.252,2.251,2.238,2.219,2.197,2.174,2.151,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turkiye,TUR,3.107,2.503,2.126,2.117,2.109,2.101,2.092,2.081,2.069,2.055,2.039,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turkmenistan,TKM,4.344,2.824,2.936,2.958,2.956,2.93,2.887,2.836,2.786,2.74,2.701,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uganda,UGA,7.091,6.866,5.845,5.699,5.547,5.394,5.242,5.095,4.955,4.824,4.703,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ukraine,UKR,1.85,1.116,1.531,1.506,1.498,1.506,1.466,1.374,1.301,1.228,1.217,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Arab Emirates,ARE,4.454,2.644,1.708,1.651,1.595,1.541,1.491,1.448,1.413,1.387,1.369,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Kingdom,GBR,1.83,1.64,1.92,1.83,1.81,1.8,1.79,1.74,1.68,1.63,1.56,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United States,USA,2.081,2.056,1.8805,1.8575,1.8625,1.8435,1.8205,1.7655,1.7295,1.706,1.6375,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uruguay,URY,2.52,2.237,2.006,2.004,2.002,1.997,1.991,1.983,1.973,1.963,1.952,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uzbekistan,UZB,4.072,2.58,2.193,2.35,2.457,2.491,2.455,2.419,2.604,2.785,2.9,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Vanuatu,VUT,4.926,4.492,4.019,3.979,3.939,3.898,3.859,3.82,3.782,3.744,3.707,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Venezuela, RB",VEN,3.448,2.822,2.417,2.39,2.365,2.34,2.317,2.294,2.272,2.25,2.23,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Vietnam,VNM,3.553,2.01,1.962,1.978,1.996,2.014,2.03,2.042,2.049,2.05,2.046,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Virgin Islands (U.S.),VIR,2.954,2.06,2.06,2.08,2.09,2.11,2.09,2.08,2.06,2.05,2.03,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,West Bank and Gaza,PSE,6.718,5.383,4.272,4.174,4.067,3.955,3.844,3.738,3.643,3.56,3.489,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Yemen, Rep.",YEM,8.606,6.313,4.439,4.326,4.214,4.103,3.994,3.89,3.792,3.7,3.614,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Zambia,ZMB,6.442,6.036,5.233,5.132,5.026,4.918,4.814,4.718,4.633,4.559,4.496,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Zimbabwe,ZWE,4.862,3.748,4.058,4.03,3.974,3.896,3.804,3.707,3.615,3.531,3.46,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Africa Eastern and Southern,AFE,6.23490096271663,5.57342063506595,4.88205815306685,4.8045157518161,4.72622044206887,4.64763738028328,4.56967466737875,4.49374422084546,4.42026391586983,4.34943581971979,4.28185576301786,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Africa Western and Central,AFW,6.51814632987484,6.03104412808845,5.50378135093046,5.44614403058006,5.38433589422217,5.31947341679464,5.25167418988035,5.18239107484279,5.11300261660126,5.04414441407213,4.9765459267046,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Arab World,ARB,5.18683140138278,3.84571250984344,3.45066091158188,3.43047695510227,3.40207042854914,3.36522111169123,3.32243727942993,3.27648746292235,3.23100110132061,3.18715713514643,3.14575669988306,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Caribbean small states,CSS,2.86576574396165,2.43823830142346,2.10645191132354,2.08447999706532,2.06426834720358,2.04524901380723,2.02764502591887,2.01075440613027,1.99513438593883,1.97990406454761,1.96481413970321,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1.93108193298594,1.31774313379457,1.41611469271309,1.38796981730419,1.44318176425587,1.46237002436237,1.52216388042765,1.56783031806108,1.57442274939992,1.57101667881684,1.51089254460643,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Early-demographic dividend,EAR,4.22514377012641,3.34278177015425,2.67945900524956,2.64080196352238,2.60527133815127,2.57249804011176,2.54152110952217,2.51291699062889,2.48773541757392,2.46295837514933,2.43855631258831,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2.4719300746923,1.85090907409358,1.82841532998948,1.82464539486687,1.82713760029145,1.83045224023883,1.82898818644903,1.8253222688511,1.82240499937524,1.81741829618457,1.81159532962129,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific (excluding high income),EAP,2.58722024898909,1.89644369808886,1.87029311965653,1.87152161552363,1.87285704364365,1.874114605366,1.87542111913168,1.87562664086098,1.87567086919773,1.87534462284477,1.87393657563078,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific (IDA & IBRD countries),TEA,2.59130630876674,1.89527342959503,1.8695386335142,1.87080376990589,1.87219019877281,1.87351147751053,1.87489632361956,1.87517978097801,1.87531275614857,1.87508345364695,1.8737714203015,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Euro area,EMU,1.53425068596716,1.47089340843436,1.55440972297305,1.53045745294786,1.55137877091399,1.54977660081832,1.56899980286644,1.54357536369429,1.52383483653529,1.50483230127643,1.48528095275557,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Europe & Central Asia,ECS,1.9579316502993,1.55697208207947,1.74003131565375,1.73016624331555,1.757294572652,1.76491634364109,1.77189340161556,1.72952948325482,1.71921941697785,1.70146934900929,1.68837650607317,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Europe & Central Asia (excluding high income),ECA,2.37661924755902,1.66231837415151,1.92344626939221,1.94218787364713,1.97623297170856,1.9916769158574,1.97840717766582,1.90447604731618,1.90459876538998,1.89055322117709,1.90144110378344,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Europe & Central Asia (IDA & IBRD countries),TEC,2.30904059891932,1.61652599275884,1.85512182586433,1.86530204095357,1.90170461164319,1.91764407446197,1.91509652708754,1.85899200418177,1.86029345331729,1.84717659254721,1.84593112653118,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,European Union,EUU,1.63480306011349,1.44128713796333,1.53336478201988,1.50733811133634,1.53528331456743,1.5373395837111,1.56624109021675,1.55604874589954,1.54205939598711,1.5250782679961,1.49571662656601,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Fragile and conflict affected situations,FCS,5.58681146132912,5.13278707682756,4.69035837609329,4.63815331716238,4.58515674166493,4.53072153709601,4.47268912216497,4.41232303876749,4.353592025754,4.29521725440772,4.2403185771895,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Heavily indebted poor countries (HIPC),HPC,6.58926280626619,6.06808625257244,5.20142514268811,5.11663262932523,5.03154560284384,4.94664616121261,4.86233372945283,4.77958002483528,4.69865319338864,4.61982484559296,4.54348085069892,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,High income,HIC,1.85140460337885,1.7018869915476,1.6907975805754,1.65683235537768,1.66840068819235,1.66570832338185,1.66124955929856,1.62753341235797,1.60006689046042,1.57176289625795,1.524972908072,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,IBRD only,IBD,3.07688950849551,2.35721641781671,2.12871480163244,2.11561054974958,2.10677229693811,2.09821283034084,2.08990918953752,2.07703781167503,2.06742420964631,2.05669667526049,2.04786996812738,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,IDA & IBRD total,IBT,3.57826728207584,2.88983300710995,2.62236162888296,2.60696961854485,2.5951680134581,2.58344779042625,2.57119100140419,2.55571683434442,2.54469353641608,2.53267295851998,2.52156860853552,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,IDA blend,IDB,6.01678295083612,5.17993650867651,4.42940955426541,4.38751066624493,4.34172785316721,4.29054330930303,4.23325026744309,4.17580910058006,4.1335481494101,4.09023648699509,4.04242859211934,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,IDA only,IDX,5.85982774923159,5.08699407139914,4.26403989471297,4.20158231286282,4.14218247932029,4.08380429552199,4.02530378093595,3.96861812356812,3.91585153154177,3.86269257858324,3.80944844299262,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,IDA total,IDA,5.91159018247516,5.11775079262545,4.31910776782207,4.26348574950081,4.2086039886589,4.15259463489794,4.09443904217805,4.03744117382792,3.98809930210354,3.9381438204766,3.88663919408969,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Late-demographic dividend,LTE,2.42703593432101,1.72137374444232,1.71954909263579,1.72350996667179,1.73350309078118,1.74034879787143,1.74600629639149,1.74116060808174,1.74229729465541,1.73933026630477,1.73635704170728,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latin America & Caribbean,LCN,3.25701812619435,2.62688993579543,2.14189305879683,2.12233040551714,2.10329385167802,2.08444986866009,2.06541539576936,2.04601456195221,2.02739306284088,2.00882915473052,1.99043956107434,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latin America & Caribbean (excluding high income),LAC,3.29254466105972,2.6458169620001,2.13923472066284,2.12027014195183,2.10181827905031,2.08411200415784,2.06631211322382,2.04830651639295,2.03033584451271,2.01228864879302,1.9942193359237,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,3.31047149016017,2.65533297365154,2.15419004034474,2.13414147098365,2.11459314689349,2.09569842281943,2.07667148958398,2.05745470703446,2.03849405008759,2.01971048329783,2.00124101104072,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Least developed countries: UN classification,LDC,5.94378457807718,5.20345235008658,4.37013454555877,4.30472886791476,4.24079390677481,4.1785555402039,4.11701104197201,4.05757262248118,4.00014577595758,3.9446977795569,3.89154947323566,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Low & middle income,LMY,3.59776345111452,2.90775142661707,2.63448155400451,2.61939658921764,2.60698365762387,2.59496540865853,2.58194201380324,2.56570813038466,2.55446904671467,2.54236157799932,2.53184356684931,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Low income,LIC,6.48318265654475,6.03724610833375,5.14860264606806,5.06463263434894,4.98093481164646,4.89755800803952,4.81448012380754,4.73281325873811,4.65215388701448,4.57270699996686,4.49474929627769,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lower middle income,LMC,4.30331258875445,3.44409326964714,2.87515190766504,2.84075883178741,2.80967242826872,2.78108287309422,2.75288929109514,2.72627176336932,2.70412626598602,2.68182655956095,2.66004442707221,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Middle East & North Africa,MEA,4.87763142652456,3.19350628199683,2.91068956606516,2.91027173653369,2.90421881535564,2.88941191929536,2.86692711279053,2.83922704390262,2.80892600122639,2.77609394347998,2.74207247582084,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Middle East & North Africa (excluding high income),MNA,4.87459072344867,3.15375409376191,2.95570298761973,2.96619848309898,2.96815303928567,2.96005395028115,2.94138078362759,2.91604776139943,2.8871307343527,2.85567133406502,2.82280981190731,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Middle East & North Africa (IDA & IBRD countries),TMN,4.8589337632205,3.13356935145369,2.94180608806416,2.95323775052875,2.95617679027879,2.9490514293318,2.93125667612697,2.90672271118739,2.87841414705087,2.84742247888507,2.81489276434176,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Middle income,MIC,3.39711962889168,2.67194889401884,2.40230461166307,2.38878973424452,2.37812061600715,2.36780510095709,2.35654052141028,2.34162688071057,2.33208624387612,2.32148762574377,2.31256225876413,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,North America,NAC,2.05520555601872,2.00113771259636,1.85409165382496,1.83141146275461,1.83695513345925,1.81895455100068,1.79724522776021,1.7426936540983,1.70616008218429,1.68183939699051,1.61319226967138,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,OECD members,OED,2.01375400359329,1.83389485391653,1.77317315175461,1.74851611080199,1.75283632492741,1.74850370199458,1.74206845209704,1.71201809027867,1.6866053130438,1.65976225212577,1.6209749653621,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Other small states,OSS,4.3904902893489,3.63849483742547,3.19983751769879,3.17112252999046,3.15237440667499,3.12764454253784,3.10629431213889,3.0785805529823,3.04997554952617,3.01711665817102,2.98323837415618,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Pacific island small states,PSS,4.36023704407157,3.86195726940208,3.57046422737667,3.57230128570466,3.57181471794492,3.5672095000278,3.55535139461746,3.53808547329618,3.51522427458484,3.48678356431745,3.45355559887329,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Post-demographic dividend,PST,1.74936962398081,1.61628988547233,1.65253374414004,1.62462424293332,1.63407693660676,1.63292430033918,1.62493289839127,1.58207879962643,1.55119260555537,1.51929434116841,1.4760997009832,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Pre-demographic dividend,PRE,6.57327766872754,6.1063307313548,5.44030890865472,5.35887544071069,5.27478281510037,5.18937844443636,5.10432210337395,5.02079680722642,4.93972798066623,4.86171987951796,4.78704024571869,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Small states,SST,4.00769923822119,3.37466648855881,2.99764062581352,2.97423058224431,2.95835465282976,2.93809344462045,2.92029093906757,2.89760161067937,2.87422486535531,2.84747953372662,2.81972057328152,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Asia,SAS,4.29989729922158,3.50721477764956,2.611199416054,2.55569138294499,2.50876727973164,2.47007882516082,2.4380609070019,2.4106166725789,2.38474821139472,2.35941271366008,2.33538640371221,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Asia (IDA & IBRD),TSA,4.29989729922158,3.50721477764956,2.611199416054,2.55569138294499,2.50876727973164,2.47007882516082,2.4380609070019,2.4106166725789,2.38474821139472,2.35941271366008,2.33538640371221,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sub-Saharan Africa,SSF,6.34772998353823,5.75529308291301,5.1283182302173,5.05832721011388,4.98626637511472,4.91289045925515,4.83866120936539,4.76517690215079,4.69321312829709,4.62310524059586,4.55548205766024,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sub-Saharan Africa (excluding high income),SSA,6.34772998353823,5.75582993196442,5.12861307555198,5.05861962798953,4.98654479157091,4.91314984110584,4.83889828173452,4.76539788407138,4.69342016968944,4.62330351877871,4.55567401247347,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,6.34772998353823,5.75529308291301,5.1283182302173,5.05832721011387,4.98626637511472,4.91289045925515,4.83866120936539,4.76517690215079,4.69321312829709,4.62310524059586,4.55548205766024,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,2.54650959155768,1.87289768936106,1.8336534008381,1.83669069931852,1.84217920444606,1.84546333225507,1.84640945854912,1.83738418960578,1.83479070813822,1.83004585945825,1.82876533489459,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,3.24854712566811,2.69627739852395,2.48892369255613,2.47231363665771,2.46480912533581,2.45543225373231,2.44484850440094,2.42729476506769,2.41492177494957,2.40172011639036,2.38712292764477,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Afghanistan,AFG,162.8354,153.951,100.797,94.429,88.061,81.693,75.325,68.957,65.141,61.325,57.509,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Albania,ALB,17.7766,19.0372,20.73,20.5124,20.2948,20.0772,19.8596,19.642,19.5724,19.5028,19.4332,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Algeria,DZA,27.8012,11.7556,11.556,11.259,10.962,10.665,10.368,10.071,9.8338,9.5966,9.3594,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Angola,AGO,216.6,196.6992,167.4,164.0252,160.6504,157.2756,153.9008,150.526,147.958,145.39,142.822,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Antigua and Barbuda,ATG,76.3978,61.9748,47,46.1564,45.3128,44.4692,43.6256,42.782,41.831,40.88,39.929,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Argentina,ARG,73.493,66.3552,63.567,63.41,63.253,63.096,62.939,62.782,62.5654,62.3488,62.1322,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Armenia,ARM,74.2962,39.3926,24.842,24.1716,23.5012,22.8308,22.1604,21.49,20.886,20.282,19.678,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Aruba,ABW,50.27,43.593,28.512,27.3444,26.1768,25.0092,23.8416,22.674,21.1736,19.6732,18.1728,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Australia,AUS,20.965,17.9326,12.302,12.1846,12.0672,11.9498,11.8324,11.715,11.3258,10.9366,10.5474,..
